2024-02-28T15:48:27.078Z	NEW WS	DEKOSETESTINGSTATION03	127.0.0.1:49985
2024-02-28T16:42:23.963Z	RES OUT	0	127.0.0.1:49985	[3,"f02eb344-d8e9-4918-8c5c-b67540e5699f",{"currentTime":"2024-02-28T16:42:23.957Z"}]
2024-02-28T16:42:53.940Z	REQ IN	0	127.0.0.1:49985	[2,"7963dbf4-8fda-4967-ba57-49bbe4b07678","Heartbeat",{}]
2024-02-28T16:42:53.950Z	RES OUT	0	127.0.0.1:49985	[3,"7963dbf4-8fda-4967-ba57-49bbe4b07678",{"currentTime":"2024-02-28T16:42:53.949Z"}]
2024-02-28T16:43:22.977Z	ERR IN	-	127.0.0.1:49985	1SMA1K169CxQ7S474nxfbM4WG2n7x8 => PropertyConstraintViolation
2024-02-28T16:43:23.975Z	REQ IN	0	127.0.0.1:49985	[2,"86d766e4-cc6e-4237-bfb4-e44d58fea065","Heartbeat",{}]
2024-02-28T16:43:23.988Z	RES OUT	0	127.0.0.1:49985	[3,"86d766e4-cc6e-4237-bfb4-e44d58fea065",{"currentTime":"2024-02-28T16:43:23.987Z"}]
2024-02-28T16:43:53.957Z	REQ IN	0	127.0.0.1:49985	[2,"a7bc50eb-b447-47a1-a389-3c067a9a7928","Heartbeat",{}]
2024-02-28T16:43:53.967Z	RES OUT	0	127.0.0.1:49985	[3,"a7bc50eb-b447-47a1-a389-3c067a9a7928",{"currentTime":"2024-02-28T16:43:53.966Z"}]
2024-02-28T16:44:23.945Z	REQ IN	0	127.0.0.1:49985	[2,"14f97082-d666-4052-8305-7cba0a558d15","Heartbeat",{}]
2024-02-28T16:44:23.965Z	RES OUT	0	127.0.0.1:49985	[3,"14f97082-d666-4052-8305-7cba0a558d15",{"currentTime":"2024-02-28T16:44:23.960Z"}]
2024-02-28T16:44:53.950Z	REQ IN	0	127.0.0.1:49985	[2,"c34bcb2f-305c-46e0-be8d-5b3bebd7064c","Heartbeat",{}]
2024-02-28T16:44:53.959Z	RES OUT	0	127.0.0.1:49985	[3,"c34bcb2f-305c-46e0-be8d-5b3bebd7064c",{"currentTime":"2024-02-28T16:44:53.958Z"}]
2024-02-28T16:45:23.946Z	REQ IN	0	127.0.0.1:49985	[2,"b8855295-525b-49b8-94cf-3c9b7608eb0a","Heartbeat",{}]
2024-02-28T16:45:23.965Z	RES OUT	0	127.0.0.1:49985	[3,"b8855295-525b-49b8-94cf-3c9b7608eb0a",{"currentTime":"2024-02-28T16:45:23.963Z"}]
2024-02-28T16:45:53.951Z	REQ IN	0	127.0.0.1:49985	[2,"b3749e64-e4a8-4062-8efc-b3813aa5a9de","Heartbeat",{}]
2024-02-28T16:45:53.962Z	RES OUT	0	127.0.0.1:49985	[3,"b3749e64-e4a8-4062-8efc-b3813aa5a9de",{"currentTime":"2024-02-28T16:45:53.961Z"}]
2024-02-28T16:46:23.979Z	REQ IN	0	127.0.0.1:49985	[2,"4131fdd4-edd5-45a6-a484-0dbaee18724a","Heartbeat",{}]
2024-02-28T16:46:24.001Z	RES OUT	0	127.0.0.1:49985	[3,"4131fdd4-edd5-45a6-a484-0dbaee18724a",{"currentTime":"2024-02-28T16:46:23.996Z"}]
2024-02-28T16:46:36.432Z	RES IN	0	127.0.0.1:49985	[3,"7pb2Y1zpv5vj2Mrrhh25K3fK7UQbW8",{"status":"Accepted"}]
2024-02-28T16:46:53.949Z	REQ IN	0	127.0.0.1:49985	[2,"a0225ac6-2d2d-4ec9-ba7c-e4e057cc7a84","Heartbeat",{}]
2024-02-28T16:46:53.960Z	RES OUT	0	127.0.0.1:49985	[3,"a0225ac6-2d2d-4ec9-ba7c-e4e057cc7a84",{"currentTime":"2024-02-28T16:46:53.959Z"}]
2024-02-28T16:47:23.957Z	REQ IN	0	127.0.0.1:49985	[2,"0644c451-ba3c-4ca5-abcd-b579eb51c888","Heartbeat",{}]
2024-02-28T16:47:23.976Z	RES OUT	0	127.0.0.1:49985	[3,"0644c451-ba3c-4ca5-abcd-b579eb51c888",{"currentTime":"2024-02-28T16:47:23.971Z"}]
2024-02-28T16:47:53.948Z	REQ IN	0	127.0.0.1:49985	[2,"d40ffb52-bdcb-477c-b1c0-51325ae1d349","Heartbeat",{}]
2024-02-28T16:47:53.959Z	RES OUT	0	127.0.0.1:49985	[3,"d40ffb52-bdcb-477c-b1c0-51325ae1d349",{"currentTime":"2024-02-28T16:47:53.958Z"}]
2024-02-28T16:48:23.951Z	REQ IN	0	127.0.0.1:49985	[2,"6df4250f-0c97-48be-a8a3-fd18c2d02e7a","Heartbeat",{}]
2024-02-28T16:48:23.968Z	RES OUT	0	127.0.0.1:49985	[3,"6df4250f-0c97-48be-a8a3-fd18c2d02e7a",{"currentTime":"2024-02-28T16:48:23.964Z"}]
2024-02-28T16:48:53.963Z	REQ IN	0	127.0.0.1:49985	[2,"8623622a-5a90-4445-b547-0addb4f3e212","Heartbeat",{}]
2024-02-28T16:48:53.971Z	RES OUT	0	127.0.0.1:49985	[3,"8623622a-5a90-4445-b547-0addb4f3e212",{"currentTime":"2024-02-28T16:48:53.970Z"}]
2024-02-28T16:49:23.950Z	REQ IN	0	127.0.0.1:49985	[2,"e608f5ea-f009-4a0c-a409-702318ac6e97","Heartbeat",{}]
2024-02-28T16:49:23.964Z	RES OUT	0	127.0.0.1:49985	[3,"e608f5ea-f009-4a0c-a409-702318ac6e97",{"currentTime":"2024-02-28T16:49:23.963Z"}]
2024-02-28T16:49:53.962Z	REQ IN	0	127.0.0.1:49985	[2,"a540013a-d66a-4161-8ceb-b28e21e2f6e5","Heartbeat",{}]
2024-02-28T16:49:53.971Z	RES OUT	0	127.0.0.1:49985	[3,"a540013a-d66a-4161-8ceb-b28e21e2f6e5",{"currentTime":"2024-02-28T16:49:53.970Z"}]
2024-02-28T16:50:23.965Z	REQ IN	0	127.0.0.1:49985	[2,"68943986-19fb-44d5-82cb-ed8fb7415f2d","Heartbeat",{}]
2024-02-28T16:50:23.980Z	RES OUT	0	127.0.0.1:49985	[3,"68943986-19fb-44d5-82cb-ed8fb7415f2d",{"currentTime":"2024-02-28T16:50:23.978Z"}]
2024-02-28T16:50:36.922Z	RES IN	0	127.0.0.1:49985	[3,"96zf7vhU2h4z8j271WQ4r84C6h5Az9",{"status":"Accepted"}]
2024-02-28T16:52:23.134Z	NEW WS	DEKOSETESTINGSTATION03	127.0.0.1:52632
2024-02-28T16:52:23.964Z	REQ IN	0	127.0.0.1:52632	[2,"91987421-a457-4802-9765-ec9982ab6997","Heartbeat",{}]
2024-02-28T16:52:24.011Z	RES OUT	0	127.0.0.1:52632	[3,"91987421-a457-4802-9765-ec9982ab6997",{"currentTime":"2024-02-28T16:52:24.000Z"}]
2024-02-28T16:52:31.223Z	RES IN	0	127.0.0.1:52632	[3,"KWMWM22dr6v4xfxU5fv2AQjWv26vt6",{"status":"Rejected","statusInfo":{"reasonCode":"InstallFailed","additionalInfo":"Charging profile collides with an existing profile"}}]
2024-02-28T16:52:53.955Z	REQ IN	0	127.0.0.1:52632	[2,"7b061ecc-2002-4089-94ea-161bcae4e2df","Heartbeat",{}]
2024-02-28T16:52:53.979Z	RES OUT	0	127.0.0.1:52632	[3,"7b061ecc-2002-4089-94ea-161bcae4e2df",{"currentTime":"2024-02-28T16:52:53.976Z"}]
2024-02-28T16:53:23.966Z	REQ IN	0	127.0.0.1:52632	[2,"75b8460c-157a-43c3-b979-0b59b0668327","Heartbeat",{}]
2024-02-28T16:53:23.983Z	RES OUT	0	127.0.0.1:52632	[3,"75b8460c-157a-43c3-b979-0b59b0668327",{"currentTime":"2024-02-28T16:53:23.982Z"}]
2024-02-28T16:53:24.924Z	RES IN	0	127.0.0.1:52632	[3,"z56vj3rK3Efrv1v331r2E322dx926t",{"status":"Rejected","statusInfo":{"reasonCode":"InstallFailed","additionalInfo":"Charging profile collides with an existing profile"}}]
2024-02-28T16:53:53.965Z	REQ IN	0	127.0.0.1:52632	[2,"6fcd5d9a-a56f-4e4b-8a31-03a7fb666a8a","Heartbeat",{}]
2024-02-28T16:53:53.984Z	RES OUT	0	127.0.0.1:52632	[3,"6fcd5d9a-a56f-4e4b-8a31-03a7fb666a8a",{"currentTime":"2024-02-28T16:53:53.980Z"}]
2024-02-28T16:54:02.396Z	RES IN	0	127.0.0.1:52632	[3,"C3jxnWYKdhtSUMM5dCU4GE46vr4U1v",{"status":"Accepted"}]
2024-02-28T16:54:02.400Z	REQ IN	0	127.0.0.1:52632	[2,"45d9f381-f8c4-4088-85a4-e550c31da519","ReportChargingProfiles",{"requestId":174820972,"chargingLimitSource":"CSO","chargingProfile":[{"id":0,"stackLevel":0,"chargingProfilePurpose":"TxDefaultProfile","chargingProfileKind":"Absolute","chargingSchedule":[{"id":0,"startSchedule":"2023-10-23T07:03:35.609Z","chargingRateUnit":"W","chargingSchedulePeriod":[{"startPeriod":0,"limit":22000.0}]}]}],"tbc":false,"evseId":0}]
2024-02-28T16:54:02.439Z	RES OUT	0	127.0.0.1:52632	[3,"45d9f381-f8c4-4088-85a4-e550c31da519",{}]
2024-02-28T16:54:31.960Z	REQ IN	0	127.0.0.1:52632	[2,"feae5482-7be8-4a5b-8b4c-b2d99137cc5c","Heartbeat",{}]
2024-02-28T16:54:31.970Z	RES OUT	0	127.0.0.1:52632	[3,"feae5482-7be8-4a5b-8b4c-b2d99137cc5c",{"currentTime":"2024-02-28T16:54:31.969Z"}]
2024-02-28T16:55:01.975Z	REQ IN	0	127.0.0.1:52632	[2,"d403ad77-d248-4018-98af-de853c011dce","Heartbeat",{}]
2024-02-28T16:55:01.992Z	RES OUT	0	127.0.0.1:52632	[3,"d403ad77-d248-4018-98af-de853c011dce",{"currentTime":"2024-02-28T16:55:01.988Z"}]
2024-02-28T16:55:31.964Z	REQ IN	0	127.0.0.1:52632	[2,"d8dd4718-89f6-4549-a9e5-083553ff68fd","Heartbeat",{}]
2024-02-28T16:55:31.975Z	RES OUT	0	127.0.0.1:52632	[3,"d8dd4718-89f6-4549-a9e5-083553ff68fd",{"currentTime":"2024-02-28T16:55:31.974Z"}]
2024-02-28T16:55:46.022Z	ERR IN	-	127.0.0.1:52632	dz5p4f3j8z1b23x4G8ppKb1SC1n1d6 => TypeConstraintViolation
2024-02-28T16:56:01.971Z	REQ IN	0	127.0.0.1:52632	[2,"8457877e-444f-42bd-a7e0-695a6e892927","Heartbeat",{}]
2024-02-28T16:56:01.979Z	RES OUT	0	127.0.0.1:52632	[3,"8457877e-444f-42bd-a7e0-695a6e892927",{"currentTime":"2024-02-28T16:56:01.978Z"}]
2024-02-28T16:56:31.960Z	REQ IN	0	127.0.0.1:52632	[2,"b0cc0af8-6176-44b7-9fad-449478061783","Heartbeat",{}]
2024-02-28T16:56:31.969Z	RES OUT	0	127.0.0.1:52632	[3,"b0cc0af8-6176-44b7-9fad-449478061783",{"currentTime":"2024-02-28T16:56:31.968Z"}]
2024-02-28T16:57:01.971Z	REQ IN	0	127.0.0.1:52632	[2,"d9c86248-e16e-487c-b57d-69a89035c79c","Heartbeat",{}]
2024-02-28T16:57:01.993Z	RES OUT	0	127.0.0.1:52632	[3,"d9c86248-e16e-487c-b57d-69a89035c79c",{"currentTime":"2024-02-28T16:57:01.990Z"}]
2024-02-28T16:57:31.960Z	REQ IN	0	127.0.0.1:52632	[2,"0c649cd8-46b4-48dd-9497-dd493a03fe31","Heartbeat",{}]
2024-02-28T16:57:31.972Z	RES OUT	0	127.0.0.1:52632	[3,"0c649cd8-46b4-48dd-9497-dd493a03fe31",{"currentTime":"2024-02-28T16:57:31.970Z"}]
2024-02-28T16:58:04.221Z	NEW WS	DEKOSETESTINGSTATION03	127.0.0.1:52812
2024-02-28T16:58:31.992Z	REQ IN	0	127.0.0.1:52812	[2,"2534e62e-3799-4aff-a5d6-d11c03f1e86c","Heartbeat",{}]
2024-02-28T16:58:32.064Z	RES OUT	0	127.0.0.1:52812	[3,"2534e62e-3799-4aff-a5d6-d11c03f1e86c",{"currentTime":"2024-02-28T16:58:32.049Z"}]
2024-02-28T16:58:51.431Z	RES IN	0	127.0.0.1:52812	[3,"jhSMrC8t9KG118Sfhf9xhS9znK4jCM",{"status":"Accepted"}]
2024-02-28T16:59:01.968Z	REQ IN	0	127.0.0.1:52812	[2,"9fa3d537-06d1-4485-851a-e1f5df95d321","Heartbeat",{}]
2024-02-28T16:59:01.984Z	RES OUT	0	127.0.0.1:52812	[3,"9fa3d537-06d1-4485-851a-e1f5df95d321",{"currentTime":"2024-02-28T16:59:01.982Z"}]
2024-02-28T16:59:05.812Z	RES IN	0	127.0.0.1:52812	[3,"tjpptGr2tzEztSCddS4518hthK7KEQ",{"status":"NoProfiles"}]
2024-02-28T16:59:24.674Z	RES IN	0	127.0.0.1:52812	[3,"7AEdr1CS7bS8vvU6CSz8E7xCGU9648",{"status":"Accepted"}]
2024-02-28T16:59:27.585Z	RES IN	0	127.0.0.1:52812	[3,"SQ5x9MKCUS42dQG8xz7z8U8MYt3fd3",{"status":"Accepted"}]
2024-02-28T16:59:27.591Z	REQ IN	0	127.0.0.1:52812	[2,"80e002dc-a529-49a5-8268-3805ede48eac","ReportChargingProfiles",{"requestId":1341079437,"chargingLimitSource":"CSO","chargingProfile":[{"id":100,"stackLevel":0,"chargingProfilePurpose":"TxDefaultProfile","chargingProfileKind":"Recurring","recurrencyKind":"Daily","validFrom":"2022-11-01T00:00:00Z","validTo":"2023-12-01T00:00:00Z","chargingSchedule":[{"id":1,"startSchedule":"2023-03-29T00:00:00Z","duration":604800,"chargingRateUnit":"A","chargingSchedulePeriod":[{"startPeriod":0,"limit":16.0,"numberPhases":3},{"startPeriod":28800,"limit":6.0,"numberPhases":3},{"startPeriod":72000,"limit":12.0,"numberPhases":3}]}]}],"tbc":false,"evseId":1}]
2024-02-28T16:59:27.648Z	RES OUT	0	127.0.0.1:52812	[3,"80e002dc-a529-49a5-8268-3805ede48eac",{}]
2024-02-28T16:59:57.970Z	REQ IN	0	127.0.0.1:52812	[2,"03aa4dad-30bb-4b58-af76-59021142c847","Heartbeat",{}]
2024-02-28T16:59:57.998Z	RES OUT	0	127.0.0.1:52812	[3,"03aa4dad-30bb-4b58-af76-59021142c847",{"currentTime":"2024-02-28T16:59:57.996Z"}]
2024-02-28T17:00:27.966Z	REQ IN	0	127.0.0.1:52812	[2,"92bffca0-d6cd-4bd5-aa5e-804171cf194f","Heartbeat",{}]
2024-02-28T17:00:27.988Z	RES OUT	0	127.0.0.1:52812	[3,"92bffca0-d6cd-4bd5-aa5e-804171cf194f",{"currentTime":"2024-02-28T17:00:27.982Z"}]
2024-02-28T17:00:57.967Z	REQ IN	0	127.0.0.1:52812	[2,"61db1b7d-d9bf-434d-ad49-e943da1d34ea","Heartbeat",{}]
2024-02-28T17:00:57.978Z	RES OUT	0	127.0.0.1:52812	[3,"61db1b7d-d9bf-434d-ad49-e943da1d34ea",{"currentTime":"2024-02-28T17:00:57.977Z"}]
2024-02-28T17:01:27.964Z	REQ IN	0	127.0.0.1:52812	[2,"b8399188-596c-43cf-b81b-b62fc8164997","Heartbeat",{}]
2024-02-28T17:01:27.982Z	RES OUT	0	127.0.0.1:52812	[3,"b8399188-596c-43cf-b81b-b62fc8164997",{"currentTime":"2024-02-28T17:01:27.980Z"}]
2024-02-28T17:01:57.965Z	REQ IN	0	127.0.0.1:52812	[2,"aef47ebd-3d77-4f39-8501-1bc56abf74b4","Heartbeat",{}]
2024-02-28T17:01:57.976Z	RES OUT	0	127.0.0.1:52812	[3,"aef47ebd-3d77-4f39-8501-1bc56abf74b4",{"currentTime":"2024-02-28T17:01:57.975Z"}]
2024-02-28T17:02:27.968Z	REQ IN	0	127.0.0.1:52812	[2,"7adb329e-48e2-4533-916b-d8756d50d7f8","Heartbeat",{}]
2024-02-28T17:02:27.982Z	RES OUT	0	127.0.0.1:52812	[3,"7adb329e-48e2-4533-916b-d8756d50d7f8",{"currentTime":"2024-02-28T17:02:27.980Z"}]
2024-02-28T17:02:57.970Z	REQ IN	0	127.0.0.1:52812	[2,"3d1cf5f5-54b0-4d84-9dfb-bd1e58024832","Heartbeat",{}]
2024-02-28T17:02:57.981Z	RES OUT	0	127.0.0.1:52812	[3,"3d1cf5f5-54b0-4d84-9dfb-bd1e58024832",{"currentTime":"2024-02-28T17:02:57.980Z"}]
2024-02-28T17:03:27.976Z	REQ IN	0	127.0.0.1:52812	[2,"6c277fb3-a84c-4a04-b1ab-4a2e8c67c63d","Heartbeat",{}]
2024-02-28T17:03:27.995Z	RES OUT	0	127.0.0.1:52812	[3,"6c277fb3-a84c-4a04-b1ab-4a2e8c67c63d",{"currentTime":"2024-02-28T17:03:27.990Z"}]
2024-02-28T17:03:57.978Z	REQ IN	0	127.0.0.1:52812	[2,"3f70cbe0-d8ec-4b39-9623-f611f74dae5e","Heartbeat",{}]
2024-02-28T17:03:57.987Z	RES OUT	0	127.0.0.1:52812	[3,"3f70cbe0-d8ec-4b39-9623-f611f74dae5e",{"currentTime":"2024-02-28T17:03:57.986Z"}]
2024-02-28T17:04:27.972Z	REQ IN	0	127.0.0.1:52812	[2,"83db520b-0aa0-4b17-b2e2-f66b59e6a706","Heartbeat",{}]
2024-02-28T17:04:27.989Z	RES OUT	0	127.0.0.1:52812	[3,"83db520b-0aa0-4b17-b2e2-f66b59e6a706",{"currentTime":"2024-02-28T17:04:27.985Z"}]
2024-02-28T17:04:57.980Z	REQ IN	0	127.0.0.1:52812	[2,"200bf452-b302-48e3-859a-fb27d24cdc2f","Heartbeat",{}]
2024-02-28T17:04:57.990Z	RES OUT	0	127.0.0.1:52812	[3,"200bf452-b302-48e3-859a-fb27d24cdc2f",{"currentTime":"2024-02-28T17:04:57.989Z"}]
2024-02-28T17:05:27.975Z	REQ IN	0	127.0.0.1:52812	[2,"86eaf447-3c09-4788-9018-182afb105c04","Heartbeat",{}]
2024-02-28T17:05:27.992Z	RES OUT	0	127.0.0.1:52812	[3,"86eaf447-3c09-4788-9018-182afb105c04",{"currentTime":"2024-02-28T17:05:27.987Z"}]
2024-02-28T17:05:57.979Z	REQ IN	0	127.0.0.1:52812	[2,"4b740819-99b2-4a61-991f-95310f998762","Heartbeat",{}]
2024-02-28T17:05:57.989Z	RES OUT	0	127.0.0.1:52812	[3,"4b740819-99b2-4a61-991f-95310f998762",{"currentTime":"2024-02-28T17:05:57.988Z"}]
