2024-02-29T12:51:23.982Z	NEW WS	GD001	127.0.0.1:60838
2024-02-29T12:52:55.276Z	NEW WS	WBX332442	127.0.0.1:60903
2024-02-29T13:03:03.580Z	RES OUT	0	127.0.0.1:60903	[3,"12f08c4b-d88e-4d32-acc3-69fda2556f69",{"status":"Pending","currentTime":"2024-02-29T13:03:03.577Z","interval":30}]
2024-02-29T13:03:33.902Z	REQ IN	0	127.0.0.1:60903	[2,"76aaedf0-7835-45dc-b4dd-e8acf7314865","BootNotification",{"chargingStation":{"model":"DCF2-213-80000000","vendorName":"Wallbox Chargers, Inc"},"reason":"Unknown"}]
2024-02-29T13:03:33.911Z	RES OUT	0	127.0.0.1:60903	[3,"76aaedf0-7835-45dc-b4dd-e8acf7314865",{"status":"Pending","currentTime":"2024-02-29T13:03:33.909Z","interval":30}]
2024-02-29T13:03:47.607Z	RES IN	0	127.0.0.1:60903	[3,"5vb739GdSnQppGQ1A5xrE46SnSpQv9",{"status":"Accepted"}]
2024-02-29T13:03:47.773Z	REQ IN	0	127.0.0.1:60903	[2,"13d06549-e894-404e-898d-96043b62e48a","StatusNotification",{"connectorId":1,"connectorStatus":"Available","evseId":1,"timestamp":"2024-02-29T13:03:47.357Z"}]
2024-02-29T13:03:47.795Z	RES OUT	0	127.0.0.1:60903	[3,"13d06549-e894-404e-898d-96043b62e48a",{}]
2024-02-29T13:03:48.123Z	REQ IN	0	127.0.0.1:60903	[2,"0b15357f-ddcd-400e-b2f1-5e3e8f4ba4c8","StatusNotification",{"connectorId":1,"connectorStatus":"Available","evseId":2,"timestamp":"2024-02-29T13:03:47.508Z"}]
2024-02-29T13:03:48.132Z	RES OUT	0	127.0.0.1:60903	[3,"0b15357f-ddcd-400e-b2f1-5e3e8f4ba4c8",{}]
2024-02-29T13:04:04.207Z	REQ IN	0	127.0.0.1:60903	[2,"0b92ada0-0a10-44ea-ba05-cec0f1e4141f","BootNotification",{"chargingStation":{"model":"DCF2-213-80000000","vendorName":"Wallbox Chargers, Inc"},"reason":"Unknown"}]
2024-02-29T13:04:04.218Z	RES OUT	0	127.0.0.1:60903	[3,"0b92ada0-0a10-44ea-ba05-cec0f1e4141f",{"status":"Pending","currentTime":"2024-02-29T13:04:04.217Z","interval":30}]
2024-02-29T13:04:29.003Z	ERR IN	-	127.0.0.1:60903	QhK3nbht9ChSQvKUv985h7vjj7p84U => NotSupported
2024-02-29T13:04:29.383Z	ERR IN	-	127.0.0.1:60903	YnE3Mr13Wvn2S35KKn6rW1v72f587Y => NotSupported
2024-02-29T13:04:34.504Z	REQ IN	0	127.0.0.1:60903	[2,"639e88e9-cd2e-473d-b4bb-9c913989fa8a","BootNotification",{"chargingStation":{"model":"DCF2-213-80000000","vendorName":"Wallbox Chargers, Inc"},"reason":"Unknown"}]
2024-02-29T13:04:34.514Z	RES OUT	0	127.0.0.1:60903	[3,"639e88e9-cd2e-473d-b4bb-9c913989fa8a",{"status":"Pending","currentTime":"2024-02-29T13:04:34.513Z","interval":30}]
2024-02-29T13:04:56.400Z	ERR IN	-	127.0.0.1:60903	Qz82rr5695nEv2jS4AxMfKQM8d7CQG => NotSupported
2024-02-29T13:05:04.883Z	REQ IN	0	127.0.0.1:60903	[2,"25d21640-74db-4bc0-aee3-82d95cfb0a09","BootNotification",{"chargingStation":{"model":"DCF2-213-80000000","vendorName":"Wallbox Chargers, Inc"},"reason":"Unknown"}]
2024-02-29T13:05:04.899Z	RES OUT	0	127.0.0.1:60903	[3,"25d21640-74db-4bc0-aee3-82d95cfb0a09",{"status":"Pending","currentTime":"2024-02-29T13:05:04.898Z","interval":30}]
2024-02-29T13:05:13.865Z	ERR IN	-	127.0.0.1:60903	2zn8CtU6vp95z3S8W74KfK4bE696fd => NotSupported
2024-02-29T13:05:27.496Z	ERR IN	-	127.0.0.1:60903	x942njWSzjYp81tAvWt8KSbjrSt141 => NotSupported
2024-02-29T13:05:35.378Z	REQ IN	0	127.0.0.1:60903	[2,"2ed4da9e-6410-460e-a1ac-ef33ca836574","BootNotification",{"chargingStation":{"model":"DCF2-213-80000000","vendorName":"Wallbox Chargers, Inc"},"reason":"Unknown"}]
2024-02-29T13:05:35.394Z	RES OUT	0	127.0.0.1:60903	[3,"2ed4da9e-6410-460e-a1ac-ef33ca836574",{"status":"Pending","currentTime":"2024-02-29T13:05:35.393Z","interval":30}]
2024-02-29T13:05:45.412Z	ERR IN	-	127.0.0.1:60903	52zvr4U8x1WS7Uf85jt1G283rQ139f => NotSupported
2024-02-29T13:06:01.125Z	ERR IN	-	127.0.0.1:60903	jpM2bC23hA17vEndt9U1684AtSAvp8 => NotSupported
2024-02-29T13:06:05.926Z	REQ IN	0	127.0.0.1:60903	[2,"00168470-e889-4cb0-a153-0f0c51c76ec2","BootNotification",{"chargingStation":{"model":"DCF2-213-80000000","vendorName":"Wallbox Chargers, Inc"},"reason":"Unknown"}]
2024-02-29T13:06:05.936Z	RES OUT	0	127.0.0.1:60903	[3,"00168470-e889-4cb0-a153-0f0c51c76ec2",{"status":"Pending","currentTime":"2024-02-29T13:06:05.935Z","interval":30}]
2024-02-29T13:06:10.060Z	ERR IN	-	127.0.0.1:60903	57dfCY27r78t8EA7U7M6fnbWv7nM39 => NotSupported
2024-02-29T13:06:29.841Z	ERR IN	-	127.0.0.1:60903	YxC2E692CxYS678661QnU4863fnEp9 => NotSupported
2024-02-29T13:06:36.307Z	REQ IN	0	127.0.0.1:60903	[2,"25c3c1b5-629e-4ee2-9274-fb6b9217b161","BootNotification",{"chargingStation":{"model":"DCF2-213-80000000","vendorName":"Wallbox Chargers, Inc"},"reason":"Unknown"}]
2024-02-29T13:06:36.318Z	RES OUT	0	127.0.0.1:60903	[3,"25c3c1b5-629e-4ee2-9274-fb6b9217b161",{"status":"Pending","currentTime":"2024-02-29T13:06:36.316Z","interval":30}]
2024-02-29T13:07:06.746Z	REQ IN	0	127.0.0.1:60903	[2,"d31ae8bd-3e3c-4a03-b6df-9f689c3a61da","BootNotification",{"chargingStation":{"model":"DCF2-213-80000000","vendorName":"Wallbox Chargers, Inc"},"reason":"Unknown"}]
2024-02-29T13:07:06.768Z	RES OUT	0	127.0.0.1:60903	[3,"d31ae8bd-3e3c-4a03-b6df-9f689c3a61da",{"status":"Accepted","currentTime":"2024-02-29T13:07:06.761Z","interval":30}]
2024-02-29T13:07:07.170Z	REQ IN	0	127.0.0.1:60903	[2,"9c03a1c3-12c4-40f1-a91b-4790f653b867","TransactionEvent",{"eventType":"Started","evse":{"connectorId":1,"id":1},"idToken":{"idToken":"aabbccdd","type":"ISO14443"},"meterValue":[{"sampledValue":[{"context":"Transaction.Begin","location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Power.Factor","value":1.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"context":"Transaction.Begin","location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T12:56:18Z"}],"seqNo":0,"timestamp":"2024-02-29T12:56:17.955Z","transactionInfo":{"chargingState":"Idle","remoteStartId":1284881357,"transactionId":"74ce946e-8694-4184-b0f8-88dfaafb9809"},"triggerReason":"RemoteStart"}]
2024-02-29T13:07:07.244Z	RES OUT	0	127.0.0.1:60903	[3,"9c03a1c3-12c4-40f1-a91b-4790f653b867",{}]
2024-02-29T13:07:07.469Z	REQ IN	0	127.0.0.1:60903	[2,"6f4dc006-0714-4592-9bdd-6f6e29582b52","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T12:56:28Z"}],"seqNo":1,"timestamp":"2024-02-29T12:56:28.168Z","transactionInfo":{"chargingState":"Idle","transactionId":"74ce946e-8694-4184-b0f8-88dfaafb9809"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:07:07.482Z	RES OUT	0	127.0.0.1:60903	[3,"6f4dc006-0714-4592-9bdd-6f6e29582b52",{}]
2024-02-29T13:07:07.703Z	REQ IN	0	127.0.0.1:60903	[2,"77a9f06c-4f43-4265-afea-767e20070aff","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T12:56:38Z"}],"seqNo":2,"timestamp":"2024-02-29T12:56:38.239Z","transactionInfo":{"chargingState":"Idle","transactionId":"74ce946e-8694-4184-b0f8-88dfaafb9809"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:07:07.716Z	RES OUT	0	127.0.0.1:60903	[3,"77a9f06c-4f43-4265-afea-767e20070aff",{}]
2024-02-29T13:07:08.080Z	REQ IN	0	127.0.0.1:60903	[2,"ea6ac3fd-f3b6-4f57-89a0-5a9279a2121b","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T12:56:48Z"}],"seqNo":3,"timestamp":"2024-02-29T12:56:48.295Z","transactionInfo":{"chargingState":"Idle","transactionId":"74ce946e-8694-4184-b0f8-88dfaafb9809"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:07:08.095Z	RES OUT	0	127.0.0.1:60903	[3,"ea6ac3fd-f3b6-4f57-89a0-5a9279a2121b",{}]
2024-02-29T13:07:08.425Z	REQ IN	0	127.0.0.1:60903	[2,"6f94e86d-0005-491a-9346-f3e44169af65","TransactionEvent",{"eventType":"Ended","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"context":"Transaction.End","location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.End","location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.End","location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"context":"Transaction.End","location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"context":"Transaction.End","location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Power.Factor","value":1.0},{"context":"Transaction.End","location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"context":"Transaction.End","location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.End","location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.End","location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.End","location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T12:56:49Z"}],"seqNo":4,"timestamp":"2024-02-29T12:56:49.371Z","transactionInfo":{"chargingState":"Idle","stoppedReason":"Local","transactionId":"74ce946e-8694-4184-b0f8-88dfaafb9809"},"triggerReason":"StopAuthorized"}]
2024-02-29T13:07:08.442Z	RES OUT	0	127.0.0.1:60903	[3,"6f94e86d-0005-491a-9346-f3e44169af65",{}]
2024-02-29T13:07:08.854Z	REQ IN	0	127.0.0.1:60903	[2,"52d4dca8-e332-4e73-a4ab-e0062fc085e0","TransactionEvent",{"eventType":"Started","evse":{"connectorId":1,"id":1},"idToken":{"idToken":"aabbccdd","type":"ISO14443"},"meterValue":[{"sampledValue":[{"context":"Transaction.Begin","location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Power.Factor","value":1.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"context":"Transaction.Begin","location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T12:57:18Z"}],"seqNo":0,"timestamp":"2024-02-29T12:57:18.892Z","transactionInfo":{"chargingState":"Idle","remoteStartId":1139554966,"transactionId":"b1b8f0ca-3c90-4a7c-a679-451b2f74db07"},"triggerReason":"RemoteStart"}]
2024-02-29T13:07:08.869Z	RES OUT	0	127.0.0.1:60903	[3,"52d4dca8-e332-4e73-a4ab-e0062fc085e0",{}]
2024-02-29T13:07:09.113Z	REQ IN	0	127.0.0.1:60903	[2,"a11258bf-8309-4a9a-81af-3a526c695586","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T12:57:29Z"}],"seqNo":1,"timestamp":"2024-02-29T12:57:28.976Z","transactionInfo":{"chargingState":"Idle","transactionId":"b1b8f0ca-3c90-4a7c-a679-451b2f74db07"},"triggerReason":"MeterValuePeriodic"}]
